rank	char	sound_code	aux_code	input_code	delimited_input	weight
675	陆	lj	z	ljz	lj;z	1449
676	习	xn	p	xnp	xn;p	498
677	置	in	g	ing	in;g	1637
678	居	jj	s	jjs	jj;s	1491
679	劳	la	s	las	la;s	482
680	财	cx	m	cxm	cx;m	989
681	环	hh	o	hho	hh;o	3001
682	排	px	b	pxb	px;b	4771
683	福	fj	b	fjb	fj;b	1378
684	纳	ny	w	nyw	ny;w	1433
685	欢	hh	i	hhi	hh;i	417
686	雷	lp	s	lps	lp;s	3076
687	警	jl	i	jli	jl;i	497
688	获	hu	z	huz	hu;z	2366
689	模	mu	w	muw	mu;w	444
690	充	vq	m	vqm	vq;m	2060
691	负	fj	n	fjn	fj;n	4145
692	云	yd	i	ydi	yd;i	9169
693	停	tl	p	tlp	tl;p	2444
694	木	mj	m	mjm	mj;m	3470
695	游	yt	a	yta	yt;a	2184
696	龙	lq	w	lqw	lq;w	5641
697	树	uj	n	ujn	uj;n	6199
698	疑	yn	s	yns	yn;s	319
699	层	ci	s	cis	ci;s	11066
700	冷	li	z	liz	li;z	3825
701	洲	it	x	itx	it;x	518
702	冲	vq	b	vqb	vq;b	6622
703	射	ue	m	uem	ue;m	1320
704	略	lf	p	lfp	lf;p	5589
705	范	fo	z	foz	fo;z	1752
706	竟	jl	y	jly	jl;y	4257
707	句	jj	n	jjn	jj;n	4655
708	室	un	x	unx	un;x	2371
709	异	yn	z	ynz	yn;z	729
710	激	jn	x	jnx	jn;x	240
711	汉	ho	m	hom	ho;m	3160
712	村	cd	o	cdo	cd;o	2950
713	哈	hy	w	hyw	hy;w	16497
714	策	ce	z	cez	ce;z	408
715	演	yo	m	yom	yo;m	4029
716	简	jc	p	jcp	jc;p	1849
717	卡	ky	z	kyz	ky;z	17339
718	罪	zk	b	zkb	zk;b	2887
719	判	po	s	pos	po;s	1664
720	担	do	b	dob	do;b	470
721	州	it	a	ita	it;a	3191
722	静	jl	o	jlo	jl;o	1615
723	退	tk	m	tkm	tk;m	4296
724	既	jn	a	jna	jn;a	15752
725	衣	yn	l	ynl	yn;l	1239
726	您	nm	x	nmx	nm;x	28473
727	宗	zq	b	zqb	zq;b	627
728	积	jn	i	jni	jn;i	569
729	余	yj	s	yjs	yj;s	1860
730	痛	tq	b	tqb	tq;b	3674
731	检	jc	o	jco	jc;o	282
732	差	vy	l	vyl	vy;l	19115
733	富	fj	s	fjs	fj;s	1296
734	灵	ll	p	llp	ll;p	994
735	协	xv	k	xvk	xv;k	145
736	角	jr	o	jro	jr;o	3157
737	占	io	s	ios	io;s	16319
738	配	pp	n	ppn	pp;n	6905
739	征	ii	m	iim	ii;m	963
740	修	xb	k	xbk	xb;k	5839
741	皮	pn	i	pni	pn;i	6329
742	挥	hk	b	hkb	hk;b	461
743	胜	ui	m	uim	ui;m	3630
744	降	jg	i	jgi	jg;i	1710
744	降	xg	i	xgi	xg;i	1710
745	阶	jv	o	jvo	jv;o	682
746	审	uz	o	uzo	uz;o	936
747	沉	vz	k	vzk	vz;k	1069
748	坚	jc	i	jci	jc;i	188
749	善	uo	b	uob	uo;b	2360
750	妈	my	r	myr	my;r	3182
751	刘	lb	o	lbo	lb;o	4794
752	读	dj	b	djb	dj;b	28867
753	啊	ay	n	ayn	ay;n	241987
754	超	va	w	vaw	va;w	13795
755	免	mc	p	mcp	mc;p	1776
756	压	yy	m	yym	yy;m	3969
757	银	ym	j	ymj	ym;j	3350
758	买	mx	z	mxz	mx;z	69102
759	皇	hg	p	hgp	hg;p	845
760	养	ys	p	ysp	ys;p	4291
761	伊	yn	w	ynw	yn;w	1411
762	怀	hl	y	hly	hl;y	553
763	执	in	f	inf	in;f	650
764	副	fj	r	fjr	fj;r	3013
765	乱	lh	o	lho	lh;o	7123
766	抗	ks	i	ksi	ks;i	3003
767	犯	fo	m	fom	fo;m	2896
768	追	ik	m	ikm	ik;m	6566
769	帮	bs	k	bsk	bs;k	11881
770	宣	xh	y	xhy	xh;y	518
771	佛	fu	s	fus	fu;s	1506
772	岁	sk	m	skm	sk;m	68830
773	航	hs	y	hsy	hs;y	257
774	优	yt	p	ytp	yt;p	1604
775	怪	gl	y	gly	gl;y	7505
776	香	xg	k	xgk	xg;k	5918
777	著	ij	s	ijs	ij;s	4487
778	田	tc	p	tcp	tc;p	1984
779	铁	tv	j	tvj	tv;j	5295
780	控	kq	w	kqw	kq;w	2115
781	税	uk	w	ukw	uk;w	5086
782	左	zu	r	zur	zu;r	5714
783	右	yt	o	yto	yt;o	3835
784	份	fz	j	fzj	fz;j	6573
785	穿	vh	a	vha	vh;a	11449
786	艺	yn	b	ynb	yn;b	391
787	背	bp	s	bps	bp;s	24818
788	阵	iz	x	izx	iz;x	1259
789	草	ca	o	cao	ca;o	3669
790	脚	jr	x	jrx	jr;x	6234
791	概	gx	w	gxw	gx;w	117
792	恶	ee	r	eer	ee;r	2738
793	块	kl	y	kly	kl;y	22906
794	顿	dd	i	ddi	dd;i	1311
795	敢	go	r	gor	go;r	6273
796	守	ut	i	uti	ut;i	2411
797	酒	jb	k	jbk	jb;k	13642
798	岛	da	w	daw	da;w	4140
799	托	tu	l	tul	tu;l	2624
800	央	ys	i	ysi	ys;i	215
801	户	hj	w	hjw	hj;w	2230
802	烈	lv	j	lvj	lv;j	332
803	洋	ys	j	ysj	ys;j	699
804	哥	ge	l	gel	ge;l	7145
805	索	su	b	sub	su;b	1104
806	胡	hj	b	hjb	hj;b	2335
807	款	kh	i	khi	kh;i	18748
808	靠	ka	r	kar	ka;r	40639
809	评	pl	p	plp	pl;p	1735
810	版	bo	a	boa	bo;a	30687
811	宝	ba	o	bao	ba;o	2856
812	座	zu	w	zuw	zu;w	3740
813	释	un	p	unp	un;p	228
814	景	jl	k	jlk	jl;k	1142
815	顾	gj	l	gjl	gj;l	1271
816	弟	dn	x	dnx	dn;x	407
817	登	di	b	dib	di;b	1435
818	货	hu	b	hub	hu;b	5474
819	互	hj	l	hjl	hj;l	990
820	付	fj	o	fjo	fj;o	2603
821	伯	bu	w	buw	bu;w	674
822	慢	mo	w	mow	mo;w	7314
823	欧	oj	b	ojb	oj;b	3445
824	换	hh	p	hhp	hh;p	18772
825	闻	wz	o	wzo	wz;o	1823
826	危	wp	o	wpo	wp;o	492
827	忙	ms	o	mso	ms;o	3951
828	核	he	l	hel	he;l	3581
829	暗	ar	j	arj	ar;j	1242
830	姐	jv	e	jve	jv;e	3561
831	介	jv	i	jvi	jv;i	359
832	坏	hl	p	hlp	hl;p	4555
833	讨	ta	o	tao	ta;o	978
834	丽	ln	k	lnk	ln;k	741
835	良	lg	p	lgp	lg;p	699
836	序	xj	l	xjl	xj;l	1321
837	升	ui	l	uil	ui;l	4827
838	监	jc	x	jcx	jc;x	387
839	临	lm	x	lmx	lm;x	1082
840	亮	lg	j	lgj	lg;j	2728
841	露	lj	w	ljw	lj;w	937
842	永	yq	b	yqb	yq;b	670
843	呼	hj	s	hjs	hj;s	1132
844	味	wp	j	wpj	wp;j	4903
845	野	ye	l	yel	ye;l	1578
846	架	jw	j	jwj	jw;j	3014
847	域	yj	l	yjl	yj;l	1184
848	沙	uy	g	uyg	uy;g	1591
849	掉	dr	y	dry	dr;y	10682
850	括	ku	w	kuw	ku;w	116
851	舰	jc	e	jce	jc;e	1327
852	鱼	yj	r	yjr	yj;r	8468
853	杂	zy	l	zyl	zy;l	1037
854	误	wj	s	wjs	wj;s	1606
855	湾	wo	w	wow	wo;w	868
856	吉	jn	e	jne	jn;e	1335
857	减	jc	k	jck	jc;k	3446
858	编	bc	p	bcp	bc;p	3079
859	楚	vj	s	vjs	vj;s	1738
860	肯	kz	x	kzx	kz;x	2070
861	测	ce	b	ceb	ce;b	2329
862	败	bx	w	bxw	bx;w	1517
863	屋	wj	o	wjo	wj;o	1130
864	跑	pa	w	paw	pa;w	22328
865	梦	mi	b	mib	mi;b	8377
866	散	so	s	sos	so;s	1746
867	温	wz	k	wzk	wz;k	1123
868	困	kd	x	kdx	kd;x	791
869	剑	jc	l	jcl	jc;l	5570
870	渐	jc	s	jcs	jc;s	348
871	封	fi	s	fis	fi;s	3871
872	救	jb	o	jbo	jb;o	4561
873	贵	gk	b	gkb	gk;b	9566
874	枪	qg	p	qgp	qg;p	5861
875	缺	qf	x	qfx	qf;x	3990
876	楼	lt	i	lti	lt;i	5985
877	县	xc	o	xco	xc;o	3106
878	尚	us	i	usi	us;i	1469
879	毫	ha	o	hao	ha;o	131
880	移	yn	g	yng	yn;g	566
881	娘	ng	p	ngp	ng;p	1700
882	朋	pi	s	pis	pi;s	350
883	画	hw	i	hwi	hw;i	15851
884	班	bo	e	boe	bo;e	10270
885	智	in	c	inc	in;c	1325
886	亦	yn	m	ynm	yn;m	8956
887	耳	ah	e	ahe	ah;e	2471
888	恩	er	y	ery	er;y	3715
889	短	dh	x	dhx	dh;x	6811
890	掌	is	j	isj	is;j	899
891	恐	kq	b	kqb	kq;b	637
892	遗	yn	f	ynf	yn;f	205
893	固	gj	s	gjs	gj;s	605
894	席	xn	k	xnk	xn;k	887
895	松	sq	j	sqj	sq;j	1594
896	秘	mn	o	mno	mn;o	152
897	谢	xv	o	xvo	xv;o	3167
898	鲁	lj	s	ljs	lj;s	1310
899	遇	yj	f	yjf	yj;f	1088
900	康	ks	j	ksj	ks;j	1249
901	虑	lk	b	lkb	lk;b	170
902	幸	xl	j	xlj	xl;j	483
903	均	jd	j	jdj	jd;j	13503
904	销	xr	o	xro	xr;o	269
905	钟	iq	l	iql	iq;l	1688
906	诗	un	k	unk	un;k	6750
907	藏	cs	x	csx	cs;x	2772
908	赶	go	s	gos	go;s	1987
909	剧	jj	l	jjl	jj;l	4111
910	票	pr	p	prp	pr;p	6069
911	损	sd	o	sdo	sd;o	581
912	忽	hj	g	hjg	hj;g	596
913	巨	jj	g	jjg	jj;g	1837
914	炮	pa	s	pas	pa;s	2530
915	旧	jb	e	jbe	jb;e	7013
916	端	dh	o	dho	dh;o	8749
917	探	to	a	toa	to;a	609
918	湖	hj	k	hjk	hj;k	1998
919	录	lj	g	ljg	lj;g	2843
920	叶	ye	g	yeg	ye;g	2852
921	春	vd	x	vdx	vd;x	2039
922	乡	xg	x	xgx	xg;x	1183
923	附	fj	a	fja	fj;a	4846
924	吸	xn	y	xny	xn;y	2485
925	予	yj	v	yjv	yj;v	375
926	礼	ln	s	lns	ln;s	1715
927	港	gs	x	gsx	gs;x	2436
928	雨	yj	c	yjc	yj;c	3179
929	呀	yy	l	yyl	yy;l	38123
930	板	bo	b	bob	bo;b	4240
931	庭	tl	y	tly	tl;y	353
932	妇	fj	k	fjk	fj;k	211
933	归	gk	w	gkw	gk;w	6627
934	睛	jl	q	jlq	jl;q	127
935	饭	fo	s	fos	fo;s	7238
936	额	ee	g	eeg	ee;g	4967
937	含	ho	a	hoa	ho;a	7617
938	顺	ud	x	udx	ud;x	2080
939	输	uj	g	ujg	uj;g	3550
940	摇	ya	b	yab	ya;b	989
941	招	ia	s	ias	ia;s	7248
942	婚	hd	o	hdo	hd;o	369
943	脱	tu	b	tub	tu;b	1249
944	补	bj	b	bjb	bj;b	7269
945	谓	wp	e	wpe	wp;e	999
946	督	dj	w	djw	dj;w	242
947	毒	dj	o	djo	dj;o	2465
948	油	yt	k	ytk	yt;k	7044
949	疗	lr	p	lrp	lr;p	153
950	旅	lk	j	lkj	lk;j	832
951	泽	ze	z	zez	ze;z	577
952	材	cx	z	cxz	cx;z	699
953	灭	mv	x	mvx	mv;x	2453
954	逐	ij	g	ijg	ij;g	349
955	莫	mu	z	muz	mu;z	2851
956	笔	bn	i	bni	bn;i	6838
957	亡	ws	e	wse	ws;e	933
958	鲜	xc	j	xcj	xc;j	1269
959	词	cn	o	cno	cn;o	18227
960	圣	ui	g	uig	ui;g	1608
961	择	ze	s	zes	ze;s	399
962	寻	xd	y	xdy	xd;y	1061
963	厂	vs	p	vsp	vs;p	3503
964	睡	uk	z	ukz	uk;z	5679
965	博	bu	g	bug	bu;g	2192
966	勒	le	w	lew	le;w	687
967	烟	yo	s	yos	yo;s	3260
968	授	ut	y	uty	ut;y	364
969	诺	nu	w	nuw	nu;w	1512
970	伦	ld	e	lde	ld;e	527
971	岸	ar	x	arx	ar;x	273
972	奥	au	w	auw	au;w	2782
973	唐	ts	x	tsx	ts;x	4139
974	卖	mx	b	mxb	mx;b	25413
975	俄	ee	w	eew	ee;w	1802
976	炸	iy	r	iyr	iy;r	3788
977	载	zx	z	zxz	zx;z	1546
978	洛	lu	g	lug	lu;g	845
979	健	jc	r	jcr	jc;r	500
980	堂	ts	e	tse	ts;e	1279
981	旁	ps	y	psy	ps;y	2767
982	宫	gq	j	gqj	gq;j	1662
983	喝	he	s	hes	he;s	13171
984	借	jv	p	jvp	jv;p	8652
985	君	jd	y	jdy	jd;y	7582
986	禁	jm	e	jme	jm;e	922
987	阴	ym	e	yme	ym;e	1590
988	园	yh	x	yhx	yh;x	938
989	谋	mt	j	mtj	mt;j	617
990	宋	sq	w	sqw	sq;w	5371
991	避	bn	e	bne	bn;e	670
992	抓	iw	j	iwj	iw;j	6379
993	荣	rq	a	rqa	rq;a	349
994	姑	gj	m	gjm	gj;m	257
995	孙	sd	k	sdk	sd;k	2392
996	逃	ta	e	tae	ta;e	2176
997	牙	yy	g	yyg	yy;g	3090
998	束	uj	r	ujr	uj;r	423
999	跳	tr	x	trx	tr;x	8339
1000	顶	dl	p	dlp	dl;p	4057
1001	玉	yj	n	yjn	yj;n	1547
1002	镇	iz	k	izk	iz;k	2841
1003	雪	xf	y	xfy	xf;y	3114
1004	午	wj	z	wjz	wj;z	229
1005	练	lc	y	lcy	lc;y	15995
1006	迫	pu	g	pug	pu;g	155
1007	爷	ye	r	yer	ye;r	1742
1008	篇	pc	i	pci	pc;i	19053
1009	肉	rt	e	rte	rt;e	12032
1010	嘴	zk	z	zkz	zk;z	5314
1011	馆	gh	k	ghk	gh;k	2030
1012	遍	bc	j	bcj	bc;j	5394
1013	凡	fo	g	fog	fo;g	2551
1014	础	vj	m	vjm	vj;m	44
1015	洞	dq	a	dqa	dq;a	2867
1016	卷	jh	k	jhk	jh;k	11054
1017	坦	to	r	tor	to;r	335
1018	牛	nb	x	nbx	nb;x	9091
1019	宁	nl	p	nlp	nl;p	1192
1020	纸	in	u	inu	in;u	5876
1021	诸	ij	r	ijr	ij;r	1508
1022	训	xd	a	xda	xd;a	682
1023	私	sn	p	snp	sn;p	1364
1024	庄	ig	a	iga	ig;a	699
1025	祖	zj	g	zjg	zj;g	463
1026	丝	sn	k	snk	sn;k	1523
1027	翻	fo	w	fow	fo;w	6972
1028	暴	ba	g	bag	ba;g	529
1029	森	sz	j	szj	sz;j	1134
1030	塔	ty	g	tyg	ty;g	3742
1031	默	mu	r	mur	mu;r	455
1032	握	wu	r	wur	wu;r	763
1033	戏	xn	q	xnq	xn;q	5059
1034	隐	ym	o	ymo	ym;o	630
1035	熟	uj	l	ujl	uj;l	2426
1036	骨	gj	r	gjr	gj;r	1933
1037	访	fs	j	fsj	fs;j	181
1038	弱	ru	r	rur	ru;r	6727
1039	蒙	mi	z	miz	mi;z	1601
1040	歌	ge	a	gea	ge;a	15474
1041	店	dc	j	dcj	dc;j	13798
1042	鬼	gk	z	gkz	gk;z	4597
1043	软	rh	o	rho	rh;o	3650
1044	典	dc	e	dce	dc;e	356
1045	欲	yj	q	yjq	yj;q	4102
1046	萨	sy	g	syg	sy;g	863
1047	伙	hu	g	hug	hu;g	150
1048	遭	za	o	zao	za;o	1614
1049	盘	po	g	pog	po;g	6783
1050	爸	by	g	byg	by;g	1400
1051	扩	ku	s	kus	ku;s	406
1052	盖	gx	z	gxz	gx;z	3943
1053	弄	nq	m	nqm	nq;m	5326
1054	雄	xq	w	xqw	xq;w	540
1055	稳	wz	p	wzp	wz;p	3630
1056	忘	ws	p	wsp	ws;p	2732
1057	亿	yn	c	ync	yn;c	31156
1058	刺	cn	e	cne	cn;e	1859
1059	拥	yq	w	yqw	yq;w	385
1060	徒	tj	m	tjm	tj;m	520
1061	姆	mj	b	mjb	mj;b	1118
1062	杨	ys	e	yse	ys;e	4840
1063	齐	qn	i	qni	qn;i	2640
1064	赛	sx	w	sxw	sx;w	2400
1065	趣	qj	w	qjw	qj;w	443
1066	曲	qj	m	qjm	qj;m	3819
1067	刀	da	s	das	da;s	11412
1068	床	vg	y	vgy	vg;y	4117
1069	迎	yl	o	ylo	yl;o	607
1070	冰	bl	p	blp	bl;p	3689
1071	虚	xj	r	xjr	xj;r	2641
1072	玩	wo	g	wog	wo;g	43160
1073	析	xn	z	xnz	xn;z	235
1074	窗	vg	x	vgx	vg;x	1186
1075	醒	xl	o	xlo	xl;o	1144
1076	妻	qn	j	qnj	qn;j	552
1077	透	tt	x	ttx	tt;x	1763
1078	购	gt	k	gtk	gt;k	442
1079	替	tn	k	tnk	tn;k	4647
1080	塞	sx	z	sxz	sx;z	2971
1081	努	nj	w	njw	nj;w	291
1082	休	xb	j	xbj	xb;j	1160
1083	虎	hj	q	hjq	hj;q	1943
1084	扬	ys	x	ysx	ys;x	620
1085	途	tj	r	tjr	tj;r	241
1086	侵	qm	k	qmk	qm;k	154
1087	刑	xl	k	xlk	xl;k	404
1088	绿	lk	m	lkm	lk;m	3469
1089	兄	xq	z	xqz	xq;z	858
1090	迅	xd	o	xdo	xd;o	71
1091	套	ta	w	taw	ta;w	8887
1092	贸	ma	o	mao	ma;o	41
1093	毕	bn	o	bno	bn;o	690
1094	唯	wp	f	wpf	wp;f	2270
1095	谷	gj	q	gjq	gj;q	1974
1096	轮	ld	o	ldo	ld;o	4682
1097	库	kj	z	kjz	kj;z	7502
1098	迹	jn	u	jnu	jn;u	146
1099	尤	yt	e	yte	yt;e	986
1100	竞	jl	r	jlr	jl;r	421
1101	街	jv	y	jvy	jv;y	2637
1102	促	cj	b	cjb	cj;b	352
1103	延	yo	l	yol	yo;l	392
1104	震	iz	e	ize	iz;e	736
1105	弃	qn	l	qnl	qn;l	1381
1106	甲	jw	i	jwi	jw;i	5124
1107	伟	wp	m	wpm	wp;m	205
1108	麻	my	l	myl	my;l	1133
1109	川	vh	x	vhx	vh;x	987
1110	申	uz	p	uzp	uz;p	2252
1111	缓	hh	x	hhx	hh;x	481
1112	潜	qc	p	qcp	qc;p	417
1113	闪	uo	r	uor	uo;r	2762
1114	售	ut	k	utk	ut;k	178
1115	灯	di	r	dir	di;r	5423
1116	针	iz	q	izq	iz;q	1987
1117	哲	ie	l	iel	ie;l	341
1118	络	lu	s	lus	lu;s	85
1119	抵	dn	e	dne	dn;e	1061
1120	朱	ij	l	ijl	ij;l	2605
1121	埃	an	x	anx	an;x	532
1122	抱	ba	e	bae	ba;e	2528
1123	鼓	gj	a	gja	gj;a	2726
1124	植	in	x	inx	in;x	196
1125	纯	vd	k	vdk	vd;k	15335
1126	夏	xw	x	xwx	xw;x	3174
1127	忍	rz	q	rzq	rz;q	1277
1128	页	ye	m	yem	ye;m	9644
1129	杰	jv	z	jvz	jv;z	546
1130	筑	ij	f	ijf	ij;f	320
1131	折	ie	b	ieb	ie;b	4432
1132	郑	ii	s	iis	ii;s	1418
1133	贝	bp	f	bpf	bp;f	1100
1134	尊	zd	o	zdo	zd;o	1096
1135	吴	wj	m	wjm	wj;m	3563
1136	秀	xb	q	xbq	xb;q	3259
1137	混	hd	e	hde	hd;e	8453
1138	臣	vz	x	vzx	vz;x	2042
1139	雅	yy	f	yyf	yy;f	1141
1140	振	iz	p	izp	iz;p	235
1141	染	ro	a	roa	ro;a	440
1142	盛	vi	f	vif	vi;f	798
1142	盛	ui	f	uif	ui;f	200
1143	怒	nj	b	njb	nj;b	1487
1144	舞	wj	a	wja	wj;a	1924
1145	圆	yh	a	yha	yh;a	3702
1146	搞	ga	o	gao	ga;o	29234
1147	狂	kg	y	kgy	kg;y	2418
1148	措	cu	s	cus	cu;s	63
1149	姓	xl	q	xlq	xl;q	2936
1150	残	co	a	coa	co;a	823
1151	秋	qb	p	qbp	qb;p	1401
1152	培	pp	l	ppl	pp;l	192
1153	迷	mn	i	mni	mn;i	2975
1154	诚	vi	w	viw	vi;w	474
1155	宽	kh	j	khj	kh;j	4975
1156	宇	yj	a	yja	yj;a	351
1157	猛	mi	s	mis	mi;s	2762
1158	摆	bx	b	bxb	bx;b	2757
1159	梅	mp	r	mpr	mp;r	1462
1160	毁	hk	w	hkw	hk;w	1178
1161	伸	uz	i	uzi	uz;i	942
1162	摩	mu	l	mul	mu;l	626
1163	盟	mi	w	miw	mi;w	190
1164	末	mu	s	mus	mu;s	1601
1165	乃	nx	w	nxw	nx;w	4159
1166	悲	bp	w	bpw	bp;w	738
1167	拍	px	w	pxw	px;w	22553
1168	丁	dl	x	dlx	dl;x	2348
1169	赵	ia	f	iaf	ia;f	4057
1170	硬	yl	i	yli	yl;i	8542
1171	麦	mx	m	mxm	mx;m	1200
1172	蒋	jg	x	jgx	jg;x	1144
1173	操	ca	l	cal	ca;l	1627
1174	耶	ye	z	yez	ye;z	2146
1175	阻	zj	b	zjb	zj;b	355
1176	订	dl	j	dlj	dl;j	1072
1177	彩	cx	r	cxr	cx;r	475
1178	抽	vt	p	vtp	vt;p	5428
1179	赞	zo	a	zoa	zo;a	12829
1180	魔	mu	b	mub	mu;b	2547
1181	纷	fz	x	fzx	fz;x	40
1182	沿	yo	b	yob	yo;b	2476
1183	喊	ho	l	hol	ho;l	6187
1184	违	wp	q	wpq	wp;q	115
1185	妹	mp	s	mps	mp;s	1193
1186	浪	ls	x	lsx	ls;x	1774
1187	汇	hk	z	hkz	hk;z	803
1188	币	bn	p	bnp	bn;p	2666
1189	丰	fi	r	fir	fi;r	292
1190	蓝	lo	r	lor	lo;r	4545
1191	殊	uj	f	ujf	uj;f	111
1192	献	xc	i	xci	xc;i	717
1193	桌	iu	s	ius	iu;s	946
1194	啦	ly	l	lyl	ly;l	57684
1195	瓦	wy	r	wyr	wy;r	1573
1196	莱	lx	z	lxz	lx;z	1122
1197	援	yh	y	yhy	yh;y	113
1198	译	yn	u	ynu	yn;u	2889
1199	夺	du	s	dus	du;s	954
1200	汽	qn	s	qns	qn;s	106
1201	烧	ua	s	uas	ua;s	4579
1202	距	jj	f	jjf	jj;f	2432
1203	裁	cx	s	cxs	cx;s	703
1204	偏	pc	y	pcy	pc;y	13771
1205	符	fj	q	fjq	fj;q	675
1206	勇	yq	z	yqz	yq;z	652
1207	触	vj	q	vjq	vj;q	406
1208	课	ke	b	keb	ke;b	29768
1209	敬	jl	f	jlf	jl;f	1048
1210	哭	kj	m	kjm	kj;m	7356
1211	懂	dq	j	dqj	dq;j	12113
1212	墙	qg	y	qgy	qg;y	4200
1213	袭	xn	s	xns	xn;s	368
1214	召	ia	z	iaz	ia;z	429
1215	罚	fy	r	fyr	fy;r	1541
1216	侠	xw	k	xwk	xw;k	1457
1217	厅	tl	x	tlx	tl;x	1262
1218	拜	bx	z	bxz	bx;z	2425
1219	巧	qr	p	qrp	qr;p	573
1220	侧	ce	r	cer	ce;r	2863
1221	韩	ho	e	hoe	ho;e	2634
1222	冒	ma	q	maq	ma;q	1410
1223	债	ix	z	ixz	ix;z	1803
1224	曼	mo	a	moa	mo;a	1439
1225	融	rq	j	rqj	rq;j	935
1226	惯	gh	x	ghx	gh;x	245
1227	享	xg	r	xgr	xg;r	504
1228	戴	dx	z	dxz	dx;z	4434
1229	童	tq	j	tqj	tq;j	369
1230	犹	yt	q	ytq	yt;q	662
1231	乘	vi	m	vim	vi;m	2249
1232	挂	gw	x	gwx	gw;x	9446
1233	奖	jg	e	jge	jg;e	6058
1234	绍	ua	r	uar	ua;r	141
1235	厚	ht	p	htp	ht;p	3768
1236	纵	zq	z	zqz	zq;z	731
1237	障	is	p	isp	is;p	89
1238	讯	xd	p	xdp	xd;p	199
1239	涉	ue	s	ues	ue;s	248
1240	彻	ve	f	vef	ve;f	145
1241	刊	ko	s	kos	ko;s	679
1242	丈	is	e	ise	is;e	154
1243	爆	ba	f	baf	ba;f	3912
1244	乌	wj	k	wjk	wj;k	1340
1245	役	yn	i	yni	yn;i	452
1246	描	mr	p	mrp	mr;p	299
1247	洗	xn	w	xnw	xn;w	5267
1248	玛	my	s	mys	my;s	620
1249	患	hh	k	hhk	hh;k	1600
1250	妙	mr	y	mry	mr;y	885
1251	镜	jl	w	jlw	jl;w	1759
1252	唱	vs	k	vsk	vs;k	10966
1253	烦	fo	r	for	fo;r	1482
1254	签	qc	y	qcy	qc;y	3525
1255	仙	xc	q	xcq	xc;q	1748
1256	彼	bn	x	bnx	bn;x	909
1257	弗	fj	f	fjf	fj;f	799
1258	症	ii	r	iir	ii;r	1762
1259	仿	fs	i	fsi	fs;i	1115
1260	倾	ql	i	qli	ql;i	511
1261	牌	px	m	pxm	px;m	6776
1262	陷	xc	r	xcr	xc;r	312
1263	鸟	nr	p	nrp	nr;p	4810
1264	轰	hq	j	hqj	hq;j	779
1265	咱	zo	s	zos	zo;s	9173
1266	菜	cx	f	cxf	cx;f	12774
1267	闭	bn	a	bna	bn;a	312
1268	奋	fz	q	fzq	fz;q	75
1269	庆	ql	j	qlj	ql;j	227
1270	撤	ve	z	vez	ve;z	1135
1271	泪	lp	r	lpr	lp;r	1777
1272	茶	vy	f	vyf	vy;f	6506
1273	疾	jn	p	jnp	jn;p	320
1274	缘	yh	r	yhr	yh;r	606
1275	播	bu	r	bur	bu;r	1338
1276	朗	ls	i	lsi	ls;i	500
1277	杜	dj	q	djq	dj;q	1634
1278	奶	nx	z	nxz	nx;z	2509
1279	季	jn	j	jnj	jn;j	2420
1280	丹	do	a	doa	do;a	806
1281	狗	gt	i	gti	gt;i	12136
1282	尾	wp	a	wpa	wp;a	1444
1283	仪	yn	e	yne	yn;e	968
1284	偷	tt	e	tte	tt;e	3304
1285	奔	bz	x	bzx	bz;x	1332
1286	珠	ij	v	ijv	ij;v	421
1287	虫	vq	j	vqj	vq;j	1881
1288	驻	ij	c	ijc	ij;c	1024
1289	孔	kq	m	kqm	kq;m	2849
1290	宜	yn	p	ynp	yn;p	891
1291	艾	an	p	anp	an;p	1025
1292	桥	qr	y	qry	qr;y	2238
1293	淡	do	e	doe	do;e	997
1294	翼	yn	x	ynx	yn;x	959
1295	恨	hz	x	hzx	hz;x	2840
1296	繁	fo	e	foe	fo;e	303
1297	寒	ho	r	hor	ho;r	1222
1298	伴	bo	z	boz	bo;z	839
1299	叹	to	e	toe	to;e	534
1300	旦	do	r	dor	do;r	286
1301	愈	yj	o	yjo	yj;o	707
1302	潮	va	q	vaq	va;q	1185
1303	粮	lg	e	lge	lg;e	935
1304	缩	su	s	sus	su;s	591
1305	罢	by	s	bys	by;s	1866
1306	聚	jj	r	jjr	jj;r	792
1307	径	jl	g	jlg	jl;g	236
1308	恰	qw	x	qwx	qw;x	780
1309	挑	tr	e	tre	tr;e	6621
1310	袋	dx	m	dxm	dx;m	1275
1311	灰	hk	m	hkm	hk;m	2616
1312	捕	bj	q	bjq	bj;q	303
1313	徐	xj	s	xjs	xj;s	2288
1314	珍	iz	a	iza	iz;a	373
1315	幕	mj	q	mjq	mj;q	369
1316	映	yl	a	yla	yl;a	168
1317	裂	lv	x	lvx	lv;x	360
1318	泰	tx	w	txw	tx;w	1055
1319	隔	ge	r	ger	ge;r	1678
1320	启	qn	z	qnz	qn;z	403
1321	尖	jc	z	jcz	jc;z	1136
1322	忠	iq	m	iqm	iq;m	864
1323	累	lp	g	lpg	lp;g	4589
1324	炎	yo	g	yog	yo;g	420
1325	暂	zo	j	zoj	zo;j	359
1326	估	gj	k	gjk	gj;k	226
1327	泛	fo	j	foj	fo;j	2595
1328	荒	hg	a	hga	hg;a	522
1329	偿	vs	a	vsa	vs;a	90
1330	横	hi	r	hir	hi;r	1942
