rank	char	sound_code	aux_code	input_code	delimited_input	weight
1719	冯	fi	l	fil	fi;l	1799
1720	抚	fj	t	fjt	fj;t	249
1721	浅	qc	o	qco	qc;o	2361
1722	敦	dd	k	ddk	dd;k	218
1723	纠	jb	p	jbp	jb;p	170
1724	钻	zh	x	zhx	zh;x	2684
1725	晶	jl	c	jlc	jl;c	135
1726	岂	qn	b	qnb	qn;b	452
1727	峡	xw	y	xwy	xw;y	157
1728	苍	cs	k	csk	cs;k	150
1729	喷	pz	k	pzk	pz;k	10376
1730	耗	ha	s	has	ha;s	1120
1731	凌	ll	j	llj	ll;j	338
1732	敲	qr	a	qra	qr;a	3156
1733	菌	jd	p	jdp	jd;p	1449
1734	赔	pp	g	ppg	pp;g	4966
1735	涂	tj	s	tjs	tj;s	1874
1736	粹	ck	z	ckz	ck;z	48
1737	扁	bc	i	bci	bc;i	520
1738	亏	kk	z	kkz	kk;z	4743
1739	寂	jn	w	jnw	jn;w	870
1740	煤	mp	z	mpz	mp;z	947
1741	熊	xq	f	xqf	xq;f	2328
1742	恭	gq	v	gqv	gq;v	263
1743	湿	un	t	unt	un;t	1502
1744	循	xd	q	xdq	xd;q	184
1745	暖	nh	y	nhy	nh;y	2084
1746	糖	ts	p	tsp	ts;p	6440
1747	赋	fj	u	fju	fj;u	822
1748	抑	yn	t	ynt	yn;t	211
1749	秩	in	t	int	in;t	168
1750	帽	ma	f	maf	ma;f	820
1751	哀	an	i	ani	an;i	943
1752	宿	sj	v	sjv	sj;v	307
1753	踏	ty	f	tyf	ty;f	505
1754	烂	lo	a	loa	lo;a	5512
1755	袁	yh	w	yhw	yh;w	642
1756	侯	ht	j	htj	ht;j	1282
1757	抖	dt	q	dtq	dt;q	1677
1758	夹	jw	p	jwp	jw;p	3022
1759	昆	kd	y	kdy	kd;y	271
1760	肝	go	j	goj	go;j	3656
1761	擦	cy	f	cyf	cy;f	3055
1762	猪	ij	o	ijo	ij;o	5489
1763	炼	lc	x	lcx	lc;x	322
1764	恒	hi	s	his	hi;s	605
1765	慎	uz	a	uza	uz;a	286
1766	搬	bo	w	bow	bo;w	2278
1767	纽	nb	q	nbq	nb;q	208
1768	纹	wz	q	wzq	wz;q	1174
1769	玻	bu	f	buf	bu;f	180
1770	渔	yj	y	yjy	yj;y	301
1771	磁	cn	x	cnx	cn;x	864
1772	铜	tq	w	tqw	tq;w	2665
1773	齿	vn	q	vnq	vn;q	654
1774	跨	kw	x	kwx	kw;x	3715
1775	押	yy	s	yys	yy;s	845
1776	怖	bj	v	bjv	bj;v	60
1777	漠	mu	v	muv	mu;v	22
1778	疲	pn	y	pny	pn;y	167
1779	叛	po	r	por	po;r	156
1780	遣	qc	q	qcq	qc;q	630
1781	兹	zn	y	zny	zn;y	875
1782	祭	jn	g	jng	jn;g	1241
1783	醉	zk	w	zkw	zk;w	933
1784	拳	qh	q	qhq	qh;q	2024
1785	弥	mn	y	mny	mn;y	320
1786	斜	xv	a	xva	xv;a	2004
1787	档	ds	i	dsi	ds;i	6019
1788	稀	xn	g	xng	xn;g	583
1789	捷	jv	f	jvf	jv;f	186
1790	肤	fj	b	fjb	fj;b	69
1791	疫	yn	j	ynj	yn;j	140
1792	肿	iq	v	iqv	iq;v	682
1793	豆	dt	y	dty	dt;y	1566
1794	削	xr	e	xre	xr;e	750
1795	岗	gs	j	gsj	gs;j	4065
1796	晃	hg	x	hgx	hg;x	929
1797	吞	td	y	tdy	td;y	813
1798	宏	hq	b	hqb	hq;b	1068
1799	癌	an	y	any	an;y	1005
1800	肚	dj	v	djv	dj;v	214
1801	隶	ln	g	lng	ln;g	121
1802	履	lk	v	lkv	lk;v	119
1803	涨	is	q	isq	is;q	5826
1804	耀	ya	z	yaz	ya;z	156
1805	扭	nb	k	nbk	nb;k	696
1806	坛	to	f	tof	to;f	351
1807	拨	bu	b	bub	bu;b	783
1808	沃	wu	s	wus	wu;s	426
1809	绘	hk	v	hkv	hk;v	380
1810	伐	fy	l	fyl	fy;l	1770
1811	堪	ko	r	kor	ko;r	242
1812	仆	pj	b	pjb	pj;b	186
1813	郭	gu	z	guz	gu;z	2742
1814	牺	xn	f	xnf	xn;f	35
1815	歼	jc	y	jcy	jc;y	552
1816	墓	mj	v	mjv	mj;v	1482
1817	雇	gj	v	gjv	gj;v	708
1818	廉	lc	e	lce	lc;e	111
1819	契	qn	c	qnc	qn;c	270
1820	拼	pm	k	pmk	pm;k	4994
1821	惩	vi	v	viv	vi;v	40
1822	捉	iu	r	iur	iu;r	692
1823	覆	fj	z	fjz	fj;z	290
1824	刷	uw	x	uwx	uw;x	22625
1825	劫	jv	c	jvc	jv;c	769
1826	嫌	xc	g	xcg	xc;g	2579
1827	瓜	gw	j	gwj	gw;j	1891
1828	歇	xv	z	xvz	xv;z	452
1829	雕	dr	o	dro	dr;o	319
1830	闷	mz	j	mzj	mz;j	799
1831	乳	rj	b	rjb	rj;b	533
1832	串	vh	o	vho	vh;o	1442
1833	娃	wy	f	wyf	wy;f	3828
1834	缴	jr	e	jre	jr;e	881
1835	唤	hh	y	hhy	hh;y	440
1836	赢	yl	e	yle	yl;e	5052
1837	莲	lc	i	lci	lc;i	682
1838	霸	by	b	byb	by;b	391
1839	桃	ta	s	tas	ta;s	745
1840	妥	tu	r	tur	tu;r	108
1841	瘦	ut	j	utj	ut;j	3126
1842	搭	dy	r	dyr	dy;r	3542
1843	赴	fj	w	fjw	fj;w	1308
1844	岳	yf	o	yfo	yf;o	373
1845	嘉	jw	a	jwa	jw;a	551
1846	舱	cs	y	csy	cs;y	1047
1847	俊	jd	o	jdo	jd;o	458
1848	址	in	y	iny	in;y	73
1849	庞	ps	i	psi	ps;i	415
1850	耕	gi	s	gis	gi;s	162
1851	锐	rk	b	rkb	rk;b	305
1852	缝	fi	v	fiv	fi;v	944
1853	悔	hk	l	hkl	hk;l	305
1854	邀	ya	g	yag	ya;g	1863
1855	玲	ll	q	llq	ll;q	544
1856	惟	wp	g	wpg	wp;g	652
1857	斥	vn	o	vno	vn;o	91
1858	宅	ix	b	ixb	ix;b	1555
1859	添	tc	i	tci	tc;i	707
1860	挖	wy	g	wyg	wy;g	3695
1861	呵	he	z	hez	he;z	1775
1862	讼	sq	b	sqb	sq;b	21
1863	氧	ys	y	ysy	ys;y	1650
1864	浩	ha	b	hab	ha;b	292
1865	羽	yj	i	yji	yj;i	653
1866	斤	jm	w	jmw	jm;w	8267
1867	酷	kj	s	kjs	kj;s	1828
1868	掠	lf	y	lfy	lf;y	182
1869	妖	ya	v	yav	ya;v	2687
1870	祸	hu	v	huv	hu;v	297
1871	侍	un	s	uns	un;s	156
1872	乙	yn	o	yno	yn;o	3109
1873	妨	fs	e	fse	fs;e	24
1874	贪	to	z	toz	to;z	987
1875	挣	ii	b	iib	ii;b	3503
1876	汪	ws	y	wsy	ws;y	1032
1877	尿	nr	y	nry	nr;y	1689
1878	莉	ln	f	lnf	ln;f	233
1879	悬	xh	p	xhp	xh;p	818
1880	唇	vd	i	vdi	vd;i	936
1881	翰	ho	s	hos	ho;s	65
1882	仓	cs	p	csp	cs;p	1766
1883	轨	gk	s	gks	gk;s	1097
1884	枚	mp	b	mpb	mp;b	2575
1885	盐	yo	p	yop	yo;p	6621
1886	览	lo	s	los	lo;s	178
1887	傅	fj	q	fjq	fj;q	443
1888	帅	ul	y	uly	ul;y	3111
1889	庙	mr	i	mri	mr;i	917
1890	芬	fz	a	fza	fz;a	667
1891	屏	pl	i	pli	pl;i	2270
1892	寺	sn	q	snq	sn;q	1407
1893	胖	ps	o	pso	ps;o	3302
1894	璃	ln	b	lnb	ln;b	137
1895	愚	yj	t	yjt	yj;t	244
1896	滴	dn	s	dns	dn;s	5158
1897	疏	uj	o	ujo	uj;o	577
1898	萧	xr	k	xrk	xr;k	727
1899	姿	zn	e	zne	zn;e	377
1900	颤	vo	a	voa	vo;a	394
1901	丑	vt	a	vta	vt;a	4443
1902	劣	lv	e	lve	lv;e	195
1903	柯	ke	l	kel	ke;l	436
1904	寸	cd	e	cde	cd;e	5686
1905	扔	ri	r	rir	ri;r	5417
1906	盯	dl	i	dli	dl;i	1404
1907	辱	rj	z	rjz	rj;z	276
1908	匹	pn	q	pnq	pn;q	903
1909	俱	jj	q	jjq	jj;q	640
1910	辨	bc	k	bck	bc;k	297
1911	饿	ee	f	eef	ee;f	1652
1912	蜂	fi	j	fij	fi;j	218
1913	哦	ou	s	ous	ou;s	52861
1914	腔	qg	i	qgi	qg;i	786
1915	郁	yj	z	yjz	yj;z	202
1916	溃	kk	b	kkb	kk;b	95
1917	谨	jm	v	jmv	jm;v	191
1918	糟	za	q	zaq	za;q	661
1919	葛	ge	g	geg	ge;g	429
1920	苗	mr	j	mrj	mr;j	673
1921	肠	vs	q	vsq	vs;q	590
1922	忌	jn	f	jnf	jn;f	821
1923	溜	lb	y	lby	lb;y	2000
1924	鸿	hq	w	hqw	hq;w	254
1925	爵	jf	p	jfp	jf;p	248
1926	鹏	pi	f	pif	pi;f	342
1927	鹰	yl	k	ylk	yl;k	805
1928	笼	lq	z	lqz	lq;z	253
1929	丘	qb	k	qbk	qb;k	305
1930	桂	gk	v	gkv	gk;v	325
1931	滋	zn	o	zno	zn;o	209
1932	聊	lr	i	lri	lr;i	8535
1933	挡	ds	j	dsj	ds;j	2399
1934	纲	gs	o	gso	gs;o	450
1935	肌	jn	b	jnb	jn;b	1871
1936	茨	cn	k	cnk	cn;k	849
1937	壳	ke	v	kev	ke;v	2094
1938	痕	hz	q	hzq	hz;q	175
1939	碗	wo	f	wof	wo;f	2899
1940	穴	xf	p	xfp	xf;p	414
1941	膀	bs	o	bso	bs;o	9
1942	卓	iu	z	iuz	iu;z	349
1943	贤	xc	z	xcz	xc;z	567
1944	卧	wu	z	wuz	wu;z	383
1945	膜	mu	o	muo	mu;o	2321
1946	毅	yn	k	ynk	yn;k	106
1947	锦	jm	r	jmr	jm;r	436
1948	欠	qc	a	qca	qc;a	2223
1949	哩	ln	c	lnc	ln;c	547
1950	函	ho	z	hoz	ho;z	400
1951	茫	ms	k	msk	ms;k	34
1952	昂	as	k	ask	as;k	663
1953	薛	xf	q	xfq	xf;q	602
1954	皱	it	y	ity	it;y	227
1955	夸	kw	k	kwk	kw;k	4108
1956	豫	yj	b	yjb	yj;b	303
1957	胃	wp	l	wpl	wp;l	3483
1958	舌	ue	l	uel	ue;l	679
1959	剥	ba	l	bal	ba;l	465
1960	傲	au	r	aur	au;r	343
1961	拾	un	z	unz	un;z	307
1962	窝	wu	f	wuf	wu;f	1255
1963	睁	ii	v	iiv	ii;v	194
1964	携	xv	w	xvw	xv;w	866
1965	陵	ll	e	lle	ll;e	480
1966	哼	hi	g	hig	hi;g	2910
1967	棉	mc	j	mcj	mc;j	938
1968	晴	ql	q	qlq	ql;q	561
1969	铃	ll	k	llk	ll;k	2019
1970	填	tc	o	tco	tc;o	3597
1971	饲	sn	y	sny	sn;y	554
1972	渴	ke	m	kem	ke;m	296
1973	吻	wz	y	wzy	wz;y	1008
1974	扮	bo	f	bof	bo;f	409
1975	逆	nn	q	nnq	nn;q	1403
1976	脆	ck	b	ckb	ck;b	861
1977	喘	vh	j	vhj	vh;j	446
1978	罩	ia	g	iag	ia;g	446
1979	卜	bj	r	bjr	bj;r	279
1980	炉	lj	v	ljv	lj;v	487
1981	柴	vx	z	vxz	vx;z	802
1982	愉	yj	w	yjw	yj;w	53
1983	绳	ui	v	uiv	ui;v	661
1984	胎	tx	v	txv	tx;v	1370
1985	蓄	xj	v	xjv	xj;v	186
1986	眠	mc	a	mca	mc;a	372
1987	竭	jv	u	jvu	jv;u	107
1988	喂	wp	z	wpz	wp;z	4943
1989	傻	uy	r	uyr	uy;r	4826
1990	慕	mj	f	mjf	mj;f	387
1991	浑	hd	a	hda	hd;a	301
1992	奸	jc	p	jcp	jc;p	249
1993	扇	uo	f	uof	uo;f	1366
1994	柜	gk	r	gkr	gk;r	761
1995	悦	yf	e	yfe	yf;e	266
1996	拦	lo	l	lol	lo;l	550
1997	诞	do	w	dow	do;w	35
1998	饱	ba	w	baw	ba;w	829
1999	乾	qc	r	qcr	qc;r	300
2000	泡	pa	f	paf	pa;f	3207
2001	贼	zp	r	zpr	zp;r	4862
2002	亭	tl	e	tle	tl;e	633
2003	夕	xn	b	xnb	xn;b	212
2004	爹	dv	q	dvq	dv;q	2843
2005	酬	vt	y	vty	vt;y	121
2006	儒	rj	w	rjw	rj;w	357
2007	姻	ym	i	ymi	ym;i	5
2008	卵	lh	p	lhp	lh;p	788
2009	氛	fz	y	fzy	fz;y	25
2010	泄	xv	l	xvl	xv;l	187
2011	杆	go	g	gog	go;g	1769
2012	挨	an	j	anj	an;j	1367
2013	僧	si	l	sil	si;l	525
2014	蜜	mn	p	mnp	mn;p	481
2015	吟	ym	y	ymy	ym;y	293
2016	猩	xl	r	xlr	xl;r	20
2017	遂	sk	w	skw	sk;w	4195
2018	狭	xw	a	xwa	xw;a	127
2019	肖	xr	q	xrq	xr;q	3450
2020	甜	tc	a	tca	tc;a	3401
2021	霞	xw	e	xwe	xw;e	323
2022	驳	bu	l	bul	bu;l	208
2023	裕	yj	v	yjv	yj;v	221
2024	顽	wo	b	wob	wo;b	53
2025	於	yj	l	yjl	yj;l	5917
2026	摘	ix	w	ixw	ix;w	1289
2027	矮	an	e	ane	an;e	1068
2028	秒	mr	e	mre	mr;e	27696
2029	卿	ql	a	qla	ql;a	639
2030	畜	vj	v	vjv	vj;v	83
2031	咽	yo	t	yot	yo;t	448
2032	披	pn	p	pnp	pn;p	446
2033	辅	fj	v	fjv	fj;v	375
2034	勾	gt	y	gty	gt;y	1513
2035	盆	pz	j	pzj	pz;j	1374
2036	疆	jg	o	jgo	jg;o	111
2037	赌	dj	g	djg	dj;g	2983
2038	塑	sj	f	sjf	sj;f	102
2039	畏	wp	b	wpb	wp;b	302
2040	吵	va	o	vao	va;o	1960
2041	囊	ns	p	nsp	ns;p	280
2042	嗯	er	p	erp	er;p	10134
2043	泊	bu	v	buv	bu;v	36
2043	泊	pu	v	puv	pu;v	36
2044	肺	fp	b	fpb	fp;b	2331
2045	骤	it	j	itj	it;j	69
2046	缠	vo	z	voz	vo;z	583
2047	冈	gs	a	gsa	gs;a	178
2048	羞	xb	y	xby	xb;y	257
2049	瞪	di	z	diz	di;z	263
2050	吊	dr	j	drj	dr;j	1550
2051	贾	jw	z	jwz	jw;z	1095
2052	漏	lt	y	lty	lt;y	1214
2053	斑	bo	j	boj	bo;j	856
2054	涛	ta	f	taf	ta;f	223
2055	悠	yt	g	ytg	yt;g	119
2056	鹿	lj	f	ljf	lj;f	1405
2057	俘	fj	a	fja	fj;a	170
2058	锡	xn	c	xnc	xn;c	525
2059	卑	bp	z	bpz	bp;z	96
2060	葬	zs	y	zsy	zs;y	540
2061	铭	ml	k	mlk	ml;k	246
2062	滩	to	j	toj	to;j	257
2063	嫁	jw	v	jwv	jw;v	1021
2064	催	ck	w	ckw	ck;w	2044
2065	璇	xh	a	xha	xh;a	132
2066	翅	vn	a	vna	vn;a	330
2067	盒	he	g	heg	he;g	1981
2068	蛮	mo	z	moz	mo;z	7001
2069	矣	yn	q	ynq	yn;q	4064
2070	潘	po	b	pob	po;b	989
2071	歧	qn	m	qnm	qn;m	21
2072	赐	cn	j	cnj	cn;j	1050
2073	鲍	ba	v	bav	ba;v	465
2074	锅	gu	b	gub	gu;b	6833
2075	廊	ls	y	lsy	ls;y	271
2076	拆	vx	w	vxw	vx;w	3532
2077	灌	gh	j	ghj	gh;j	968
2078	勉	mc	i	mci	mc;i	95
2079	盲	ms	y	msy	ms;y	663
2080	宰	zx	f	zxf	zx;f	716
2081	佐	zu	f	zuf	zu;f	689
2082	啥	uy	f	uyf	uy;f	16822
2083	胀	is	a	isa	is;a	302
2084	扯	ve	o	veo	ve;o	5676
2085	禧	xn	u	xnu	xn;u	75
2086	辽	lr	k	lrk	lr;k	1458
2087	抹	mu	a	mua	mu;a	1218
2088	筒	tq	a	tqa	tq;a	497
2089	棋	qn	u	qnu	qn;u	1870
2090	裤	kj	v	kjv	kj;v	358
2091	唉	an	a	ana	an;a	7469
2092	朴	pj	v	pjv	pj;v	369
2093	咐	fj	r	fjr	fj;r	2
2094	孕	yd	y	ydy	yd;y	256
2095	誓	un	l	unl	un;l	316
2096	喉	ht	i	hti	ht;i	341
2097	妄	ws	o	wso	ws;o	123
2098	拘	jj	k	jjk	jj;k	95
2099	链	lc	q	lcq	lc;q	1785
2100	驰	vn	j	vnj	vn;j	318
2101	栏	lo	g	log	lo;g	1223
2102	逝	un	w	unw	un;w	174
2103	窃	qv	k	qvk	qv;k	229
2104	艳	yo	k	yok	yo;k	235
2105	臭	vt	k	vtk	vt;k	1787
2106	纤	xc	v	xcv	xc;v	58
2107	玑	jn	c	jnc	jn;c	31
2108	棵	ke	c	kec	ke;c	327
2109	趁	vz	i	vzi	vz;i	2775
2110	匠	jg	j	jgj	jg;j	409
2111	盈	yl	y	yly	yl;y	235
2112	翁	wi	r	wir	wi;r	648
2113	愁	vt	j	vtj	vt;j	1053
2114	瞬	ud	y	udy	ud;y	152
2115	婴	yl	r	ylr	yl;r	91
2116	孝	xr	l	xrl	xr;l	830
2117	颈	jl	b	jlb	jl;b	634
2118	倘	ts	y	tsy	ts;y	99
2119	浙	ie	g	ieg	ie;g	473
2120	谅	lg	k	lgk	lg;k	42
2121	蔽	bn	l	bnl	bn;l	96
2122	畅	vs	x	vsx	vs;x	200
2123	赠	zi	r	zir	zi;r	760
2124	妮	nn	k	nnk	nn;k	469
2125	莎	uy	v	uyv	uy;v	384
2126	尉	wp	v	wpv	wp;v	106
2127	冻	dq	v	dqv	dq;v	1086
2128	跪	gk	m	gkm	gk;m	1509
2129	闯	vg	i	vgi	vg;i	578
2130	葡	pj	r	pjr	pj;r	271
2132	厨	vj	r	vjr	vj;r	809
2133	鸭	yy	z	yyz	yy;z	2638
2134	颠	dc	k	dck	dc;k	413
2135	遮	ie	v	iev	ie;v	636
2136	谊	yn	l	ynl	yn;l	38
2137	圳	iz	o	izo	iz;o	9
2138	吁	yj	c	yjc	yj;c	56
2138	吁	xj	c	xjc	xj;c	40
2139	仑	ld	y	ldy	ld;y	89
2140	辟	pn	j	pnj	pn;j	279
2141	瘤	lb	i	lbi	lb;i	256
2142	嫂	sa	q	saq	sa;q	112
2143	陀	tu	g	tug	tu;g	422
2144	框	kg	i	kgi	kg;i	1685
2145	谭	to	l	tol	to;l	464
2146	亨	hi	l	hil	hi;l	261
2147	钦	qm	y	qmy	qm;y	256
2148	庸	yq	v	yqv	yq;v	210
2149	歉	qc	l	qcl	qc;l	79
2150	芝	in	j	inj	in;j	172
2151	吼	ht	y	hty	ht;y	1987
2152	甫	fj	m	fjm	fj;m	319
2153	衫	uo	l	uol	uo;l	463
2154	摊	to	g	tog	to;g	711
2155	宴	yo	y	yoy	yo;y	502
2156	嘱	ij	a	ija	ij;a	45
2157	衷	iq	g	iqg	iq;g	37
2158	娇	jr	q	jrq	jr;q	260
2159	陕	uo	g	uog	uo;g	201
2160	矩	jj	o	jjo	jj;o	146
2161	浦	pj	l	pjl	pj;l	125
2162	讶	yy	b	yyb	yy;b	6
2163	耸	sq	v	sqv	sq;v	82
2164	裸	lu	r	lur	lu;r	750
2165	碧	bn	z	bnz	bn;z	585
2166	摧	ck	v	ckv	ck;v	85
2167	薪	xm	y	xmy	xm;y	657
2168	淋	lm	q	lmq	lm;q	395
2169	耻	vn	u	vnu	vn;u	127
2170	胶	jr	a	jra	jr;a	1373
2171	屠	tj	v	tjv	tj;v	566
2172	鹅	ee	l	eel	ee;l	1549
2173	饥	jn	m	jnm	jn;m	179
2174	盼	po	l	pol	po;l	314
2175	脖	bu	m	bum	bu;m	166
2176	虹	hq	v	hqv	hq;v	330
2177	翠	ck	m	ckm	ck;m	176
2178	崩	bi	r	bir	bi;r	2223
2179	账	is	r	isr	is;r	1367
2180	萍	pl	k	plk	pl;k	122
2181	逢	fi	c	fic	fi;c	856
2182	赚	ih	y	ihy	ih;y	11416
2183	撑	vi	c	vic	vi;c	1357
2184	翔	xg	v	xgv	xg;v	603
2185	倡	vs	u	vsu	vs;u	26
2186	绵	mc	x	mcx	mc;x	130
2187	猴	ht	k	htk	ht;k	1037
2188	枯	kj	w	kjw	kj;w	435
2189	巫	wj	l	wjl	wj;l	272
2190	昭	ia	b	iab	ia;b	413
2191	怔	ii	c	iic	ii;c	77
2192	渊	yh	l	yhl	yh;l	239
2193	凑	ct	x	ctx	ct;x	2627
2194	溪	xn	t	xnt	xn;t	286
2195	蠢	vd	j	vdj	vd;j	1947
2196	禅	vo	g	vog	vo;g	457
2197	阐	vo	j	voj	vo;j	26
2198	旺	ws	q	wsq	ws;q	382
2199	寓	yj	m	yjm	yj;m	102
2200	藤	ti	g	tig	ti;g	458
2201	匪	fp	w	fpw	fp;w	386
2202	伞	so	a	soa	so;a	1266
2203	碑	bp	b	bpb	bp;b	717
2204	挪	nu	g	nug	nu;g	843
2205	琼	qq	b	qqb	qq;b	276
2206	脂	in	o	ino	in;o	275
2207	谎	hg	k	hgk	hg;k	245
2208	慨	kx	w	kxw	kx;w	33
2209	菩	pj	g	pjg	pj;g	11
2210	萄	ta	j	taj	ta;j	11
2211	狮	un	g	ung	un;g	370
2212	掘	jf	o	jfo	jf;o	218
2213	抄	va	j	vaj	va;j	7354
2214	岭	ll	u	llu	ll;u	462
2215	晕	yd	o	ydo	yd;o	1490
2216	逮	dx	v	dxv	dx;v	363
2217	砍	ko	l	kol	ko;l	3953
2218	掏	ta	r	tar	ta;r	1913
2219	狄	dn	z	dnz	dn;z	345
2220	晰	xn	i	xni	xn;i	75
2221	罕	ho	g	hog	ho;g	127
2222	挽	wo	v	wov	wo;v	385
2223	脾	pn	k	pnk	pn;k	896
2224	舟	it	i	iti	it;i	361
2225	痴	vn	z	vnz	vn;z	405
2226	蔡	cx	v	cxv	cx;v	1099
2227	剪	jc	i	jci	jc;i	2372
2228	脊	jn	u	jnu	jn;u	355
2229	弓	gq	k	gqk	gq;k	3446
2230	懒	lo	b	lob	lo;b	3128
2231	叉	vy	z	vyz	vy;z	799
2232	拐	gl	p	glp	gl;p	552
2233	喃	no	g	nog	no;g	82
2234	僚	lr	x	lrx	lr;x	25
2235	捐	jh	x	jhx	jh;x	1153
2236	姊	zn	q	znq	zn;q	106
2237	骚	sa	g	sag	sa;g	659
2238	拓	ty	w	tyw	ty;w	86
2239	歪	wx	z	wxz	wx;z	1648
2240	粘	io	g	iog	io;g	1954
2241	柄	bl	y	bly	bl;y	870
2242	坑	ki	w	kiw	ki;w	12698
2243	陌	mu	q	muq	mu;q	147
2244	窄	ix	m	ixm	ix;m	1803
2245	湘	xg	z	xgz	xg;z	268
2246	兆	ia	v	iav	ia;v	765
2247	崖	yy	v	yyv	yy;v	231
2248	骄	jr	l	jrl	jr;l	126
2249	刹	uy	b	uyb	uy;b	129
2250	鞭	bc	o	bco	bc;o	439
2251	芒	ms	p	msp	ms;p	241
2252	筋	jm	l	jml	jm;l	954
2253	聘	pm	p	pmp	pm;p	205
2254	钩	gt	p	gtp	gt;p	1071
2255	棍	gd	o	gdo	gd;o	638
2256	嚷	rs	x	rsx	rs;x	103
2257	腺	xc	f	xcf	xc;f	105
2258	弦	xc	m	xcm	xc;m	5233
2259	焰	yo	i	yoi	yo;i	185
2260	耍	uw	q	uwq	uw;q	1791
2261	俯	fj	o	fjo	fj;o	126
2262	厘	ln	m	lnm	ln;m	150
2263	愣	li	r	lir	li;r	453
2264	厦	uy	z	uyz	uy;z	45
2265	恳	kz	k	kzk	kz;k	14
2266	饶	ra	r	rar	ra;r	485
2267	钉	dl	o	dlo	dl;o	965
2268	寡	gw	k	gwk	gw;k	210
2269	憾	ho	b	hob	ho;b	68
2270	摔	ul	i	uli	ul;i	2926
2271	叠	dv	x	dvx	dv;x	1377
2272	惹	re	r	rer	re;r	1781
2273	喻	yj	g	yjg	yj;g	273
2274	谱	pj	f	pjf	pj;f	2207
2275	愧	kk	v	kkv	kk;v	104
2276	煌	hg	o	hgo	hg;o	108
2277	徽	hk	o	hko	hk;o	100
2278	溶	rq	b	rqb	rq;b	278
2279	坠	ik	b	ikb	ik;b	455
2280	煞	uy	c	uyc	uy;c	334
2281	巾	jm	c	jmc	jm;c	109
2282	滥	lo	v	lov	lo;v	232
2283	洒	sy	l	syl	sy;l	448
2284	堵	dj	m	djm	dj;m	1821
2285	瓷	cn	q	cnq	cn;q	293
2286	咒	it	p	itp	it;p	511
2287	姨	yn	z	ynz	yn;z	314
2288	棒	bs	x	bsx	bs;x	2692
2289	郡	jd	k	jdk	jd;k	1671
2290	浴	yj	r	yjr	yj;r	158
2291	媚	mp	v	mpv	mp;v	193
2292	稣	sj	g	sjg	sj;g	30
2293	淮	hl	o	hlo	hl;o	309
2294	哎	an	o	ano	an;o	9070
2295	屁	pn	x	pnx	pn;x	1603
2296	漆	qn	t	qnt	qn;t	1198
2297	淫	ym	z	ymz	ym;z	240
2298	巢	va	g	vag	va;g	312
2299	吩	fz	o	fzo	fz;o	1
2300	撰	ih	p	ihp	ih;p	441
2301	啸	xr	z	xrz	xr;z	60
2302	滞	in	q	inq	in;q	157
2303	玫	mp	c	mpc	mp;c	152
2304	硕	uu	r	uur	uu;r	1078
2305	钓	dr	i	dri	dr;i	467
2306	蝶	dv	k	dvk	dv;k	250
2307	膝	xn	p	xnp	xn;p	666
2308	姚	ya	w	yaw	ya;w	545
2309	茂	ma	g	mag	ma;g	209
2310	躯	qj	v	qjv	qj;v	49
2311	吏	ln	p	lnp	ln;p	254
2312	猿	yh	v	yhv	yh;v	673
2313	寨	ix	g	ixg	ix;g	568
2314	恕	uj	t	ujt	uj;t	261
2315	渠	qj	l	qjl	qj;l	227
2316	戚	qn	p	qnp	qn;p	149
2317	辰	vz	p	vzp	vz;p	562
2318	舶	bu	q	buq	bu;q	14
2319	颁	bo	g	bog	bo;g	251
2320	惶	hg	q	hgq	hg;q	6
2321	狐	hj	v	hjv	hj;v	222
2322	讽	fi	q	fiq	fi;q	59
2323	笨	bz	q	bzq	bz;q	1276
2324	袍	pa	g	pag	pa;g	181
2325	嘲	va	b	vab	va;b	267
2326	啡	fp	c	fpc	fp;c	59
2327	泼	pu	l	pul	pu;l	715
2328	衔	xc	b	xcb	xc;b	206
2329	倦	jh	p	jhp	jh;p	120
2330	涵	ho	v	hov	ho;v	117
2331	雀	qf	p	qfp	qf;p	180
2332	旬	xd	k	xdk	xd;k	137
2333	僵	jg	a	jga	jg;a	542
2334	撕	sn	u	snu	sn;u	3009
2335	肢	in	a	ina	in;a	73
2336	垄	lq	b	lqb	lq;b	69
2337	夷	yn	w	ynw	yn;w	416
2338	逸	yn	s	yns	yn;s	287
2339	茅	ma	r	mar	ma;r	274
2340	侨	qr	k	qrk	qr;k	48
2341	舆	yj	f	yjf	yj;f	159
2342	窑	ya	c	yac	ya;c	155
2343	涅	nv	k	nvk	nv;k	427
2344	蒲	pj	c	pjc	pj;c	254
2345	谦	qc	g	qcg	qc;g	263
2346	杭	hs	i	hsi	hs;i	248
2347	噢	ou	g	oug	ou;g	4092
2348	弊	bn	w	bnw	bn;w	372
2349	勋	xd	e	xde	xd;e	267
2350	刮	gw	q	gwq	gw;q	2091
2351	郊	jr	z	jrz	jr;z	56
2352	凄	qn	i	qni	qn;i	36
2353	捧	pi	z	piz	pi;z	2952
2354	浸	jm	s	jms	jm;s	227
2355	砖	ih	i	ihi	ih;i	1794
2356	鼎	dl	a	dla	dl;a	689
2357	篮	lo	j	loj	lo;j	311
2358	蒸	ii	n	iin	ii;n	1873
2359	饼	bl	k	blk	bl;k	2981
2360	亩	mj	r	mjr	mj;r	923
